fileName,countRef,countCdx
nlmenu.nl/images/alfabet_dgeo.gif,6,0
nlmenu.nl/images/alfabet_d.gif,9,0
nlmenu.nl/images/alfabet_egeo.gif,6,0
nlmenu.nl/images/alfabet_e.gif,9,0
nlmenu.nl/images/alfabet_fgeo.gif,6,0
nlmenu.nl/images/alfabet_f.gif,9,0
nlmenu.nl/images/alfabet_ggeo.gif,6,0
nlmenu.nl/images/alfabet_g.gif,6,0
nlmenu.nl/images/alfabet.gif,0,0
nlmenu.nl/images/alfabet_hgeo.gif,6,0
nlmenu.nl/images/alfabet_h.gif,6,0
nlmenu.nl/images/alfabet_igeo.gif,6,0
nlmenu.nl/images/alfabet_i.gif,6,0
nlmenu.nl/images/alfabet_jgeo.gif,6,0
nlmenu.nl/images/alfabet_j.gif,9,0
nlmenu.nl/images/alfabet_kgeo.gif,6,0
nlmenu.nl/images/alfabet_k.gif,9,0
nlmenu.nl/images/alfabet_klein_a.gif,0,0
nlmenu.nl/images/alfabet_klein_b.gif,0,0
nlmenu.nl/images/alfabet_klein_c.gif,0,0
nlmenu.nl/images/alfabet_klein_d.gif,0,0
nlmenu.nl/images/alfabet_klein_e.gif,0,0
nlmenu.nl/images/alfabet_klein_f.gif,0,0
nlmenu.nl/images/alfabet_klein_g.gif,0,0
nlmenu.nl/images/alfabet_klein_&.gif,0,0
nlmenu.nl/images/alfabet_klein.gif,0,0
nlmenu.nl/images/alfabet_klein_h.gif,0,0
nlmenu.nl/images/alfabet_klein_i.gif,0,0
nlmenu.nl/images/alfabet_klein_j.gif,0,0
nlmenu.nl/images/alfabet_klein_k.gif,0,0
nlmenu.nl/images/alfabet_klein_l.gif,0,0
nlmenu.nl/images/alfabet_klein_m.gif,0,0
nlmenu.nl/images/alfabet_klein_n.gif,0,0
nlmenu.nl/images/alfabet_klein_o.gif,0,0
nlmenu.nl/images/alfabet_klein_p.gif,0,0
nlmenu.nl/images/alfabet_klein_q.gif,0,0
nlmenu.nl/images/alfabet_klein_r.gif,0,0
nlmenu.nl/images/alfabet_klein_s.gif,0,0
nlmenu.nl/images/alfabet_klein_t.gif,0,0
nlmenu.nl/images/alfabet_klein_u.gif,0,0
nlmenu.nl/images/alfabet_klein_v.gif,0,0
nlmenu.nl/images/alfabet_klein_w.gif,0,0
nlmenu.nl/images/alfabet_klein_x.gif,0,0
nlmenu.nl/images/alfabet_klein_y.gif,0,0
nlmenu.nl/images/alfabet_klein_z.gif,0,0
nlmenu.nl/images/alfabet_lgeo.gif,6,0
nlmenu.nl/images/alfabet_l.gif,9,0
nlmenu.nl/images/alfabet_mgeo.gif,6,0
nlmenu.nl/images/alfabet_m.gif,9,0
nlmenu.nl/images/alfabet_ngeo.gif,6,0
nlmenu.nl/images/alfabet_n.gif,9,0
nlmenu.nl/images/alfabet_ogeo.gif,6,0
nlmenu.nl/images/alfabet_o.gif,9,0
nlmenu.nl/images/alfabet_pgeo.gif,6,0
nlmenu.nl/images/alfabet_p.gif,9,0
nlmenu.nl/images/alfabet_plaatsen.eng.gif,0,0
nlmenu.nl/images/alfabet_plaatsen.gif,0,0
nlmenu.nl/images/alfabet_qgeo.gif,6,0
nlmenu.nl/images/alfabet_q.gif,9,0
nlmenu.nl/images/alfabet_rgeo.gif,6,0
nlmenu.nl/images/alfabet_r.gif,9,0
nlmenu.nl/images/alfabet_rubrieken.eng.gif,0,0
nlmenu.nl/images/alfabet_rubrieken.gif,0,0
nlmenu.nl/images/alfabet_sgeo.gif,6,0
nlmenu.nl/images/alfabet_s.gif,9,0
nlmenu.nl/images/alfabet_sites.eng.gif,0,0
nlmenu.nl/images/alfabet_sites.gif,0,0
nlmenu.nl/images/alfabet_tgeo.gif,6,0
nlmenu.nl/images/alfabet_t.gif,9,0
nlmenu.nl/images/alfabet_ugeo.gif,6,0
nlmenu.nl/images/alfabet_u.gif,9,0
nlmenu.nl/images/alfabet_vgeo.gif,6,0
nlmenu.nl/images/alfabet_v.gif,9,0
nlmenu.nl/images/alfabet_wgeo.gif,6,0
nlmenu.nl/images/alfabet_w.gif,9,0
nlmenu.nl/images/alfabet_xgeo.gif,6,0
nlmenu.nl/images/alfabet_x.gif,9,0
nlmenu.nl/images/alfabet_ygeo.gif,6,0
nlmenu.nl/images/alfabet_y.gif,9,0
nlmenu.nl/images/alfabet_zgeo.gif,6,0
nlmenu.nl/images/alfabet_z.gif,9,0
nlmenu.nl/images/alfabet_zonder.eng.gif,0,0
nlmenu.nl/images/alfabet_zonder.gif,0,0
nlmenu.nl/images/autointernet1.gif,0,0
nlmenu.nl/images/autointernet2.gif,0,0
nlmenu.nl/images/autoweg1.gif,0,0
nlmenu.nl/images/autoweg2.gif,0,0
nlmenu.nl/images/bedrijfsleven1a.gif,0,0
nlmenu.nl/images/bedrijfsleven2a.gif,0,0
nlmenu.nl/images/bedrijfsleven2.gif,0,0
nlmenu.nl/images/computer2.gif,0,0
nlmenu.nl/images/Copy of kbsurfnet_logo.gif,0,0
nlmenu.nl/images/docinfo2.gif,0,0
nlmenu.nl/images/externe.eng.gif,0,0
nlmenu.nl/images/externe.gif,0,0
nlmenu.nl/images/favicon.ico,0,0
nlmenu.nl/images/gastenboek1.gif,0,0
nlmenu.nl/images/gastenboek2.gif,15,0
nlmenu.nl/images/gerelateerde.eng.gif,0,0
nlmenu.nl/images/gerelateerde.gif,0,0
nlmenu.nl/images/&.gif,0,0
